	#	#	#	#	https://www.millesima.fr/	
producteur-chateau-de-chamirey	Château de Chamirey	23	#	||accueil|||bourgogne|||producteur|	https://www.millesima.fr/producteur-chateau-de-chamirey.html	
producteur-camille-giroud	Camille Giroud	12	 Fondée en 1865, la maison beaunoise Camille Giroud se fait connaitre grâce à ses vins avec un potentiel de garde hors-du-commun. Elle est achetée en 2001 par un groupe d'investisseurs américains, avec à leur tête Ann Colgin , célèbre viticultrice de la Napa Valley , Californie. De nombreux travaux sont entrepris ainsi que la mise en place de nouvelles techniques de vinification, toujours dans l'optique de mettre en valeur chaque terroir et de produire des vins (majoritairement rouges) toujours plus purs et qualitatifs, sous les appellations Côte de Beaune et Côte de Nuits . On dénombre pas moins de 25 appellations par millésimes et une production limitée à 50 000 bouteilles par an.	||accueil|||bourgogne|||producteur|	https://www.millesima.fr/producteur-camille-giroud.html	
producteur-bruno-colin	Bruno Colin	20	#	||accueil|||bourgogne|||producteur|	https://www.millesima.fr/producteur-bruno-colin.html	
producteur-bouchard-pere-fils	Bouchard Père & Fils	165	#	||accueil|||bourgogne|||producteur|	https://www.millesima.fr/producteur-bouchard-pere-fils.html	
producteur-billaud-simon	Billaud-Simon	11	 Implanté dans le vignoble de Chablis depuis 1815, le D omaine Billaud-Simon couvre près de 17 hectares dominés par le Chardonnay qui règne en maître. Véritable signature chablisienne, le domaine compte aujourd'hui quatre Grands Crus et quatre Premiers Crus ainsi que du Petit Chablis et du Chablis. Le domaine dispose de vieilles vignes de qualité permettant l'élaboration de vins révélant l'authenticité des terroirs. Le Domaine Billaud-Simon produit des vins se distinguant par une grande concentration et une jolie persistance aromatique. Ils allient fraîcheur et pureté accompagnés d'une belle minéralité.	||accueil|||bourgogne|||producteur|	https://www.millesima.fr/producteur-billaud-simon.html	
producteur-au-pied-du-mont-chauve	Au Pied du Mont Chauve	62	#	||accueil|||bourgogne|||producteur|	https://www.millesima.fr/producteur-au-pied-du-mont-chauve.html	
producteur-antoine-et-francois-jobard	Antoine et François Jobard	7	#	||accueil|||bourgogne|||producteur|	https://www.millesima.fr/producteur-antoine-et-francois-jobard.html	
producteur-albert-bichot	Albert Bichot	49	#	||accueil|||bourgogne|||producteur|	https://www.millesima.fr/producteur-albert-bichot.html	
bourgogne	Bourgogne	2	#	||accueil|	https://www.millesima.fr/bourgogne.html	
producteur-chateau-francs-magnus	Château Francs Magnus	2	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-francs-magnus.html	
producteur-chateau-franc-mayne	Château Franc Mayne	1	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-franc-mayne.html	
producteur-chateau-giscours	Château Giscours	19	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-giscours.html	
producteur-chateau-franc-maillet	Château Franc Maillet	1	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-franc-maillet.html	
producteur-chateau-fougas-maldoror	Château Fougas Maldoror	1	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-fougas-maldoror.html	
producteur-chateau-gazin	Château Gazin	13	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-gazin.html	
producteur-chateau-fonreaud	Château Fonréaud	8	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-fonreaud.html	
bordeaux-producteurs	Producteur	2	#	||accueil|||bordeaux|	https://www.millesima.fr/bordeaux-producteurs.html	
producteur-chateau-fombrauge	Château Fombrauge	11	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-fombrauge.html	
producteur-chateau-fleur-cardinale	Château Fleur Cardinale	6	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-fleur-cardinale.html	
producteur-chateau-figeac	Château Figeac	11	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-figeac.html	
producteur-chateau-feytit-clinet	Château Feytit-Clinet	7	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-feytit-clinet.html	
producteur-chateau-fayat	Château Fayat	6	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-fayat.html	
producteur-chateau-faurie-de-souchard	Château Faurie de Souchard	1	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-faurie-de-souchard.html	
producteur-chateau-faugeres	Château Faugères	3	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-faugeres.html	
producteur-chateau-duhart-milon	Château Duhart-Milon	15	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-duhart-milon.html	
producteur-chateau-du-tertre	Château du Tertre	6	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-du-tertre.html	
producteur-chateau-du-domaine-de-l-eglise	Château du Domaine de l'Eglise	6	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-du-domaine-de-l-eglise.html	
producteur-chateau-ducru-beaucaillou	Château Ducru-Beaucaillou	15	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-ducru-beaucaillou.html	
producteur-chateau-doisy-daene	Château Doisy-Daëne	4	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-doisy-daene.html	
producteur-chateau-devise-d-ardilley	Château Devise d'Ardilley	2	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-devise-d-ardilley.html	
producteur-chateau-doisy-vedrines	Château Doisy-Védrines	11	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-doisy-vedrines.html	
producteur-chateau-desmirail	Château Desmirail	3	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-desmirail.html	
producteur-chateau-des-annereaux	Château des Annereaux	6	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-des-annereaux.html	
producteur-chateau-de-romance	Château de Romance	1	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-de-romance.html	
producteur-chateau-de-sales	Château de Sales	17	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-de-sales.html	
producteur-chateau-de-pez	Château de Pez	1	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-de-pez.html	
producteur-chateau-de-rayne-vigneau	Château de Rayne Vigneau	18	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-de-rayne-vigneau.html	
producteur-chateau-de-malle	Château de Malle	3	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-de-malle.html	
producteur-chateau-de-myrat	Château de Myrat	11	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-de-myrat.html	
producteur-chateau-de-fieuzal	Château de Fieuzal	11	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-de-fieuzal.html	
producteur-chateau-de-la-dauphine	Château de La Dauphine	6	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-de-la-dauphine.html	
producteur-chateau-de-chantegrive	Château de Chantegrive	7	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-de-chantegrive.html	
producteur-chateau-de-ferrand	Château de Ferrand	7	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-de-ferrand.html	
producteur-chateau-de-fargues	Château de Fargues	11	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-de-fargues.html	
producteur-chateau-dauzac	Château Dauzac	1	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-dauzac.html	
producteur-chateau-dalem	Château Dalem	3	 Dominant la Vallée de L'Isle, à quelques encablures de la ville de Libourne, le château Dalem est un Fronsac situé sur la commune de Saillans. Propriété viticole oeuvrant dans le vin depuis 1610, le château a appartenu durant trois siècles à la même famille. C'est en 1955 que Michel Rullier reprend les commandes de ce Fronsac d'une superficie de 10 hectares et dont le Merlot (90%) et le Cabernet franc (10%) puisent leur force de caractère et leur élégance de sols au caractère trempé et singulier: socle calcaire précédé d'un profil argilo-calcaire dominé par la célèbre "Molasse du fronsadais." En 2002, sa fille, Brigitte Rullier Loussert reprend les commandes et féminise les vins sans leur ôter leur côté "force tranquille". Les vins sont empreints de caractère, d'élégance et de délicatesse.	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-dalem.html	
producteur-chateau-de-camensac	Château de Camensac	15	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-de-camensac.html	
producteur-chateau-d-yquem	Château d'Yquem	14	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-d-yquem.html	
producteur-chateau-d-issan	Château d'Issan	21	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-d-issan.html	
producteur-chateau-d-arsac	Château d'Arsac	4	 Considéré comme l'un des plus vieux châteaux du Médoc , le châteaux d'Arsac a une histoire riche qui s'étale sur plus de 900 ans, remontant au XIIe siècle. En 1986, le domaine a été acquis par Philippe Raoux, négociant. Au fil de différents travaux entrepris sur le domaine du côté de l'appellation Margaux , Philippe Raoux a porté le domaine en 1995 à 50 hectares (hectares faisant partie de l'appellation Margaux) et le reste de la surface plantée en AOC Haut-Médoc . Les installations techniques, à l'architecture singulière, sont l'oeuvre de l'architecte Patrick Hernandez.	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-d-arsac.html	
producteur-chateau-d-armailhac	Château d'Armailhac	9	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-d-armailhac.html	
producteur-chateau-d-aiguilhe	Château d'Aiguilhe	7	 Avec des origines remontant au douzième siècle, le château d'Aiguilhe est un domaine en Côtes de Castillon chargé d'histoire, ayant notamment traversé la Guerre de Cent Ans. La propriété s'étend sur la rive droite de la Dordogne. Situé au coeur des Côtes de Castillon dans le vignoble bordelais , le château d'Aiguilhe, propriété du Comte Stephan von Neipperg , cultive essentiellement les cépages Merlot et Cabernet Franc .	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-d-aiguilhe.html	
producteur-chateau-cote-montpezat	Château Côte Montpezat	1	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-cote-montpezat.html	
producteur-chateau-croizet-bages	Château Croizet-Bages	2	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-croizet-bages.html	
producteur-chateau-coutet	Château Coutet	17	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-coutet.html	
producteur-chateau-couhins	Château Couhins	8	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-couhins.html	
producteur-chateau-coufran	Château Coufran	2	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-coufran.html	
producteur-chateau-cos-labory	Château Cos Labory	6	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-cos-labory.html	
producteur-chateau-corbin-michotte	Château Corbin Michotte	1	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-corbin-michotte.html	
producteur-chateau-colombier-monpelou	Château Colombier-Monpelou	1	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-colombier-monpelou.html	
producteur-chateau-cos-d-estournel	Château Cos d'Estournel	27	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-cos-d-estournel.html	
producteur-chateau-clos-l-eglise	Château Clos l'Eglise	1	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-clos-l-eglise.html	
producteur-chateau-clos-de-bouard	Château Clos de Boüard	2	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-clos-de-bouard.html	
producteur-chateau-clos-de-sarpe	Château Clos de Sarpe	8	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-clos-de-sarpe.html	
producteur-chateau-clinet	Château Clinet	6	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-clinet.html	
producteur-chateau-climens	Château Climens	16	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-climens.html	
producteur-chateau-clerc-milon	Château Clerc Milon	3	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-clerc-milon.html	
producteur-chateau-clarisse	Château Clarisse	8	 Passion et goût du challenge, telles sont les motivations qui ont poussé Olivia et Didier Le Calvez (Directeur Général du Bristol) à faire l’acquisition en 2009 d’une très jolie propriété girondine sur l’appellation « satellite » Puisseguin-Saint-Emilion . Après de nombreuses recherches, c’est sur cette jolie demeure disposant de chais et entourée de vignes, culminant sur un plateau à 90m d’altitude, qu’ils ont jeté leur dévolu. Le domaine porte aujourd’hui le nom de Château Clarisse , prénom de leur fille, âgée de 3 ans lors de la sortie du premier millésime en 2010.	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-clarisse.html	
producteur-chateau-citran	Château Citran	6	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-citran.html	
producteur-chateau-chauvin	Château Chauvin	4	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-chauvin.html	
producteur-chateau-cheval-blanc	Château Cheval Blanc	17	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-cheval-blanc.html	
producteur-chateau-certan-de-may	Château Certan de May	1	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-certan-de-may.html	
producteur-chateau-chasse-spleen	Château Chasse-Spleen	8	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-chasse-spleen.html	
producteur-chateau-caronne-sainte-gemme	Château Caronne Sainte Gemme	2	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-caronne-sainte-gemme.html	
producteur-chateau-charmail	Château Charmail	6	 Château Charmail est un domaine de l'appellation Haut-Médoc, situé sur la rive gauche du vignoble de Bordeaux . D'un seul tenant, la propriété s'étend sur les valons médocains exposés au sud jusqu'au bord de la Gironde. Fondé au 16ème siècle par la famille Trevey de Charmail, la réputation du domaine sur le plan viticole remonte au 18ème siècle. Depuis 1982, le vignoble a considérablement évolué entre les mains d'Olivier Seze - aujourd'hui consultant oenologue du domaine - qui depuis 2008, en a confié les rennes à Bernard d'Halluin et sa fille Marie. On y cultive dans le respect de la singularité du terroir les cépages Merlot , Cabernet Sauvignon , Cabernet Franc et Petit Verdot , typiques du Haut-Médoc . Il en résulte des vins fruités, équilibrés et élégants: château Charmail - Cru Bourgeois , et Les Tours de Charmail , son second vin.	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-charmail.html	
producteur-chateau-carlmagnus	Château Carlmagnus	2	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-carlmagnus.html	
producteur-chateau-carbonnieux	Château Carbonnieux	10	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-carbonnieux.html	
producteur-chateau-capbern-gasqueton	Château Capbern	8	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-capbern-gasqueton.html	
cru-classe	Cru classé	133	#	#	https://www.millesima.fr/cru-classe.html	
producteur-chateau-cap-saint-george	Château Cap Saint-George	1	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-cap-saint-george.html	
producteur-chateau-cap-de-faugeres	Château Cap de Faugères	2	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-cap-de-faugeres.html	
producteur-chateau-cantenac-brown	Château Cantenac Brown	7	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-cantenac-brown.html	
producteur-chateau-canon-pecresse	Château Canon Pécresse	6	 C'est en 1947 que la famille de Jean-Francis Pécresse décide d'investir sur les terres du Fronsadais . Déjà présente du côté de Saint-Emilion et de Pomerol (Grand Corbin, Trotanoy), cette famille corrézienne, négociante en vin, a très tôt cru dans le potentiel de l'appellation Canon-Fronsac . En 2003, Jean-Francis reprend les rênes de Canon Pécresse (4,5 hectares situés sur le plateau de l'appellation) pour tirer de ce terroir à fort potentiel, toute la quintessence des parcelles entretenues avec le plus grand soin et respect de l'environnement.	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-canon-pecresse.html	
producteur-chateau-cantemerle	Château Cantemerle	19	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-cantemerle.html	
producteur-chateau-canon-la-gaffeliere	Château Canon La Gaffelière	11	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-canon-la-gaffeliere.html	
producteur-chateau-canon	Château Canon	9	 Jacques Kanon, grand marin et corsaire du Roi, qui achèta la propriété en 1760, donna son nom à ce célèbre premier cru classé de Saint-Emilion : le Château Canon . Deux siècles plus tard, la destinée du cru est liée à la famille Fournier qui lui appliquera toute sa passion. En 1996, la famille Wertheimer, devient propriétaire du groupe Chanel et se dote d'outils modernes permettant d	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-canon.html	
producteur-chateau-cambon-la-pelouse	Château Cambon la Pelouse	6	 Figurant parmis les domaines les plus anciens du Pays du Médoc, le château Cambon La Pelouse culmine sur les parcelles les plus élevées de la communce de Macau, sur la route de Margaux et Pauillac. Trois vins y sont produits, dont le Château Cambon La Pelouse - Cru Bourgeois , Haut-Médoc - issu d'un assemblage de Merlot , Cabernet Sauvignon et Petit Verdot . Les vignes, réparties sur 60 hectares, y sont plantées sur un terroir de grosses graves qui garantissent un excellent drainage et cultivées selon le modèle de lutte raisonnée.	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-cambon-la-pelouse.html	
producteur-chateau-cadet	Château Cadet	1	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-cadet.html	
producteur-chateau-calon-segur	Château Calon Ségur	20	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-calon-segur.html	
producteur-chateau-broustet	Château Broustet	1	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-broustet.html	
producteur-chateau-brun	Château Brun	4	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-brun.html	
producteur-chateau-brillette	Château Brillette	4	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-brillette.html	
producteur-chateau-branas-grand-poujeaux	Château Branas Grand Poujeaux	7	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-branas-grand-poujeaux.html	
producteur-chateau-branaire-ducru	Château Branaire-Ducru	17	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-branaire-ducru.html	
producteur-chateau-boyd-cantenac	Château Boyd-Cantenac	1	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-boyd-cantenac.html	
producteur-chateau-beychevelle	Château Beychevelle	20	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-beychevelle.html	
producteur-chateau-bernadotte	Château Bernadotte	3	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-bernadotte.html	
producteur-chateau-bellevue	Château Bellevue	1	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-bellevue.html	
producteur-chateau-bellefont-belcier	Château Bellefont-Belcier	6	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-bellefont-belcier.html	
producteur-chateau-belle-vue	Château Belle-Vue	9	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-belle-vue.html	
producteur-chateau-belgrave	Château Belgrave	9	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-belgrave.html	
producteur-chateau-beausejour	Château Beauséjour	1	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-beausejour.html	
producteur-chateau-beauregard	Château Beauregard	2	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-beauregard.html	
producteur-chateau-beaulieu-comtes-de-tastes	Château Beaulieu Comtes de Tastes	2	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-beaulieu-comtes-de-tastes.html	
producteur-chateau-beau-sejour-becot	Château Beau-Séjour Bécot	1	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-beau-sejour-becot.html	
producteur-chateau-beau-soleil	Château Beau Soleil	2	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-beau-soleil.html	
producteur-chateau-batailley	Château Batailley	7	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-batailley.html	
producteur-chateau-barde-haut	Château Barde-Haut	5	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-barde-haut.html	
producteur-chateau-balestard-la-tonnelle	Château Balestard La Tonnelle	1	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-balestard-la-tonnelle.html	
producteur-chateau-ausone	Château Ausone	3	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-ausone.html	
producteur-chateau-angelus	Château Angélus	9	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-angelus.html	
seconds-vins	Seconds Vins	84	#	||accueil|||bordeaux|	https://www.millesima.fr/seconds-vins.html	
saint-julien	Saint-Julien	225	#	||accueil|||bordeaux|||appellation|	https://www.millesima.fr/saint-julien.html	
sauternes	Sauternes	170	#	||accueil|||bordeaux|||appellation|	https://www.millesima.fr/sauternes.html	
bordeaux-appellations	Appellation	2	#	||accueil|||bordeaux|	https://www.millesima.fr/bordeaux/bordeaux-appellations.html	
saint-georges-saint-emilion	Saint-Georges-Saint-Emilion	6	#	||accueil|||bordeaux|||appellation|	https://www.millesima.fr/saint-georges-saint-emilion.html	
2e-vin-du-ch-angelus	2e vin du Ch. Angélus	3	#	#	https://www.millesima.fr/2e-vin-du-ch-angelus.html	
saint-estephe	Saint-Estèphe	184	#	||accueil|||bordeaux|||appellation|	https://www.millesima.fr/saint-estephe.html	
saint-emilion	Saint-Emilion	297	#	||accueil|||bordeaux|||appellation|	https://www.millesima.fr/saint-emilion.html	
puisseguin-saint-emilion	Puisseguin-Saint-Emilion	8	#	||accueil|||bordeaux|||appellation|	https://www.millesima.fr/puisseguin-saint-emilion.html	
pomerol	Pomerol	244	#	||accueil|||bordeaux|||appellation|	https://www.millesima.fr/pomerol.html	
pessac-leognan	Pessac-Léognan	234	#	||accueil|||bordeaux|||appellation|	https://www.millesima.fr/pessac-leognan.html	
pauillac	Pauillac	285	#	||accueil|||bordeaux|||appellation|	https://www.millesima.fr/pauillac.html	
medoc	Médoc	23	#	||accueil|||bordeaux|||appellation|	https://www.millesima.fr/medoc.html	
montagne-saint-emilion	Montagne-Saint-Emilion	2	#	||accueil|||bordeaux|||appellation|	https://www.millesima.fr/montagne-saint-emilion.html	
moulis	Moulis	36	#	||accueil|||bordeaux|||appellation|	https://www.millesima.fr/moulis.html	
listrac	Listrac	8	#	||accueil|||bordeaux|||appellation|	https://www.millesima.fr/listrac.html	
margaux	Margaux	242	#	||accueil|||bordeaux|||appellation|	https://www.millesima.fr/margaux.html	
lalande-de-pomerol	Lalande de Pomerol	17	#	||accueil|||bordeaux|||appellation|	https://www.millesima.fr/lalande-de-pomerol.html	
graves	Graves	8	#	||accueil|||bordeaux|||appellation|	https://www.millesima.fr/graves.html	
haut-medoc	Haut-Médoc	171	#	||accueil|||bordeaux|||appellation|	https://www.millesima.fr/haut-medoc.html	
fronsac	Fronsac	14	#	||accueil|||bordeaux|||appellation|	https://www.millesima.fr/fronsac.html	
francs-cotes-de-bordeaux	Francs Côtes de Bordeaux	7	#	||accueil|||bordeaux|||appellation|	https://www.millesima.fr/francs-cotes-de-bordeaux.html	
entre-deux-mers	Entre-deux-Mers	1	#	||accueil|||bordeaux|||appellation|	https://www.millesima.fr/entre-deux-mers.html	
cotes-de-bourg	Côtes de Bourg	1	#	||accueil|||bordeaux|||appellation|	https://www.millesima.fr/cotes-de-bourg.html	
castillon-cotes-de-bordeaux	Castillon Côtes de Bordeaux	20	#	||accueil|||bordeaux|||appellation|	https://www.millesima.fr/castillon-cotes-de-bordeaux.html	
canon-fronsac	Canon-Fronsac	7	#	||accueil|||bordeaux|||appellation|	https://www.millesima.fr/canon-fronsac.html	
bordeaux-superieur	Bordeaux Supérieur	9	#	||accueil|||bordeaux|||appellation|	https://www.millesima.fr/bordeaux-superieur.html	
bordeaux-blancs-secs	Bordeaux Blancs Secs	26	#	||accueil|||bordeaux|||appellation|	https://www.millesima.fr/bordeaux-blancs-secs.html	
producteur-chateau-petit-village	Château Petit-Village	9	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-petit-village.html	
producteur-chateau-la-conseillante	Château La Conseillante	13	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-la-conseillante.html	
producteur-chateau-les-grands-chenes	Château Les Grands Chênes	2	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-les-grands-chenes.html	
producteur-chateau-moulin-a-vent	Château Moulin à Vent	2	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-moulin-a-vent.html	
producteur-chateau-peyrat	Château Peyrat	1	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-peyrat.html	
producteur-chateau-siaurac	Château Siaurac	5	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-siaurac.html	
producteur-chateau-marsau	Château Marsau	7	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-marsau.html	
producteur-chateau-haut-mazeris	Château Haut-Mazeris	1	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-haut-mazeris.html	
producteur-chateau-thieuley	Château Thieuley	4	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-thieuley.html	
producteur-la-petite-lune	La Petite Lune	1	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-la-petite-lune.html	
producteur-domaine-de-courteillac	Domaine de Courteillac	4	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-domaine-de-courteillac.html	
producteur-chateau-les-trois-croix	Château Les Trois Croix	3	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-les-trois-croix.html	
appellation-bordeaux	Bordeaux	4	#	||accueil|||appellation|	https://www.millesima.fr/appellation-bordeaux.html	
barsac	Barsac	47	#	||accueil|||bordeaux|||appellation|	https://www.millesima.fr/barsac.html	
une-caisse-de-3-bouteilles-50cl	Une caisse de 3 Bouteilles 50cl	1	#	||accueil|||tous nos vins|	https://www.millesima.fr/une-caisse-de-3-bouteilles-50cl.html	
bordeaux	Bordeaux	2	#	||accueil|	https://www.millesima.fr/bordeaux.html	
portugal-regions	Région	47	#	||accueil|||tous nos vins|||portugal|	https://www.millesima.fr/portugal-regions.html	
type-huile-d-olive	Huile d'Olive	1	#	||accueil|||tous nos vins|	https://www.millesima.fr/type-huile-d-olive.html	
nouvelle-zelande-regions	Région	16	#	||accueil|||tous nos vins|||nouvelle-zélande|	https://www.millesima.fr/nouvelle-zelande-regions.html	
grece-regions	Région	5	#	||accueil|||tous nos vins|||grèce|	https://www.millesima.fr/grece-regions.html	
limoncello	Limoncello	1	#	||accueil|||tous nos vins|||france|	https://www.millesima.fr/limoncello.html	
